Attaching to elk_filebeat_1, elk_metricbeat_1, elk_logstash_1, elk_kibana_1, elk_elasticsearch_1
[33mmetricbeat_1     |[0m 2019-06-11T06:16:52.458Z	INFO	instance/beat.go:571	Home path: [/usr/share/metricbeat] Config path: [/usr/share/metricbeat] Data path: [/usr/share/metricbeat/data] Logs path: [/usr/share/metricbeat/logs]
[36mfilebeat_1       |[0m 2019-06-11T06:17:42.481Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:0 Timestamp:2019-06-11 06:16:52.360843299 +0000 UTC m=+0.110177777 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.161Z	ERROR	pipeline/output.go:100	Failed to connect to backoff(elasticsearch(http://elasticsearch:9200)): Connection marked as failed because the onConnect callback failed: invalid license found, requires a basic or a valid trial license and received Open source
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.161Z	INFO	[publisher]	pipeline/retry.go:189	retryer: send unwait-signal to consumer
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.161Z	INFO	[publisher]	pipeline/retry.go:191	  done
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.161Z	INFO	[publisher]	pipeline/retry.go:166	retryer: send wait signal to consumer
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.161Z	INFO	[publisher]	pipeline/retry.go:168	  done
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.161Z	INFO	pipeline/output.go:93	Attempting to reconnect to backoff(elasticsearch(http://elasticsearch:9200)) with 5 reconnect attempt(s)
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.165Z	INFO	elasticsearch/client.go:734	Attempting to connect to Elasticsearch version 7.1.1
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.207Z	INFO	[index-management]	idxmgmt/std.go:223	Auto ILM enable success.
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.260Z	INFO	[index-management]	idxmgmt/std.go:238	ILM policy successfully loaded.
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.260Z	INFO	[index-management]	idxmgmt/std.go:361	Set setup.template.name to '{filebeat-7.1.1 {now/d}-000001}' as ILM is enabled.
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.260Z	INFO	[index-management]	idxmgmt/std.go:366	Set setup.template.pattern to 'filebeat-7.1.1-*' as ILM is enabled.
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.260Z	INFO	[index-management]	idxmgmt/std.go:400	Set settings.index.lifecycle.rollover_alias in template to {filebeat-7.1.1 {now/d}-000001} as ILM is enabled.
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.260Z	INFO	[index-management]	idxmgmt/std.go:404	Set settings.index.lifecycle.name in template to {filebeat-7.1.1 map[policy:{"phases":{"hot":{"actions":{"rollover":{"max_age":"30d","max_size":"50gb"}}}}}]} as ILM is enabled.
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.262Z	INFO	template/load.go:82	Loading template for Elasticsearch version: 7.1.1
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.262Z	INFO	template/load.go:84	Existing template will be overwritten, as overwrite is enabled.
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.467Z	INFO	template/load.go:145	Elasticsearch template with name 'filebeat-7.1.1' loaded
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.467Z	INFO	[index-management]	idxmgmt/std.go:272	Loaded index template.
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.715Z	INFO	[index-management]	idxmgmt/std.go:283	Write alias successfully generated.
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.715Z	INFO	pipeline/output.go:105	Connection to backoff(elasticsearch(http://elasticsearch:9200)) established
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.716Z	INFO	[publisher]	pipeline/retry.go:189	retryer: send unwait-signal to consumer
[36mfilebeat_1       |[0m 2019-06-11T06:17:47.716Z	INFO	[publisher]	pipeline/retry.go:191	  done
[36mfilebeat_1       |[0m 2019-06-11T06:17:52.341Z	INFO	[monitoring]	log/log.go:144	Non-zero metrics in the last 30s	{"monitoring": {"metrics": {"beat":{"cpu":{"system":{"ticks":190,"time":{"ms":87}},"total":{"ticks":640,"time":{"ms":225},"value":640},"user":{"ticks":450,"time":{"ms":138}}},"handles":{"limit":{"hard":1048576,"soft":1048576},"open":14},"info":{"ephemeral_id":"0248b3e1-41d1-47a5-b4fc-13e186fb193a","uptime":{"ms":60086}},"memstats":{"gc_next":6681072,"memory_alloc":5232056,"memory_total":40111848,"rss":8843264}},"filebeat":{"events":{"active":-210,"added":245,"done":455},"harvester":{"open_files":6,"running":6}},"libbeat":{"config":{"module":{"running":0}},"output":{"events":{"acked":455,"batches":11,"total":455},"read":{"bytes":8921},"write":{"bytes":519982}},"pipeline":{"clients":2,"events":{"active":0,"published":245,"retry":169,"total":245},"queue":{"acked":455}}},"registrar":{"states":{"current":5,"update":455},"writes":{"success":8,"total":8}},"system":{"load":{"1":3.71,"15":0.56,"5":1.28,"norm":{"1":0.9275,"15":0.14,"5":0.32}}}}}}
[36mfilebeat_1       |[0m 2019-06-11T06:17:52.482Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:24167 Timestamp:2019-06-11 06:17:48.179058379 +0000 UTC m=+55.928392868 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:52.483Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:40023 Timestamp:2019-06-11 06:17:49.390551884 +0000 UTC m=+57.139886374 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:52.483Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:48273 Timestamp:2019-06-11 06:17:51.350087505 +0000 UTC m=+59.099421992 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:52.484Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:18523 Timestamp:2019-06-11 06:17:49.390551884 +0000 UTC m=+57.139886374 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:02.487Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:52030 Timestamp:2019-06-11 06:17:54.356220969 +0000 UTC m=+62.105555450 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:02.488Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:18523 Timestamp:2019-06-11 06:17:49.390551884 +0000 UTC m=+57.139886374 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:02.489Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:24167 Timestamp:2019-06-11 06:17:48.179058379 +0000 UTC m=+55.928392868 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:02.490Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:40562 Timestamp:2019-06-11 06:17:56.357112966 +0000 UTC m=+64.106447455 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:12.491Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:40562 Timestamp:2019-06-11 06:17:56.357112966 +0000 UTC m=+64.106447455 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:12.492Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:54493 Timestamp:2019-06-11 06:18:09.349587236 +0000 UTC m=+77.098921714 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:12.493Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:18523 Timestamp:2019-06-11 06:17:49.390551884 +0000 UTC m=+57.139886374 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:12.493Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:24167 Timestamp:2019-06-11 06:17:48.179058379 +0000 UTC m=+55.928392868 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:22.341Z	INFO	[monitoring]	log/log.go:144	Non-zero metrics in the last 30s	{"monitoring": {"metrics": {"beat":{"cpu":{"system":{"ticks":220,"time":{"ms":26}},"total":{"ticks":700,"time":{"ms":54},"value":700},"user":{"ticks":480,"time":{"ms":28}}},"handles":{"limit":{"hard":1048576,"soft":1048576},"open":14},"info":{"ephemeral_id":"0248b3e1-41d1-47a5-b4fc-13e186fb193a","uptime":{"ms":90086}},"memstats":{"gc_next":5667760,"memory_alloc":2936808,"memory_total":42848840}},"filebeat":{"events":{"added":16,"done":16},"harvester":{"open_files":6,"running":6}},"libbeat":{"config":{"module":{"running":0}},"output":{"events":{"acked":16,"batches":5,"total":16},"read":{"bytes":1789},"write":{"bytes":22561}},"pipeline":{"clients":2,"events":{"active":0,"published":16,"total":16},"queue":{"acked":16}}},"registrar":{"states":{"current":5,"update":16},"writes":{"success":5,"total":5}},"system":{"load":{"1":2.43,"15":0.56,"5":1.2,"norm":{"1":0.6075,"15":0.14,"5":0.3}}}}}}
[36mfilebeat_1       |[0m 2019-06-11T06:18:22.495Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:18523 Timestamp:2019-06-11 06:17:49.390551884 +0000 UTC m=+57.139886374 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:22.496Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:24167 Timestamp:2019-06-11 06:17:48.179058379 +0000 UTC m=+55.928392868 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:22.496Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:40562 Timestamp:2019-06-11 06:17:56.357112966 +0000 UTC m=+64.106447455 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:22.497Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:56957 Timestamp:2019-06-11 06:18:16.353479805 +0000 UTC m=+84.102814321 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:32.498Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:60654 Timestamp:2019-06-11 06:18:24.353825883 +0000 UTC m=+92.103160369 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:32.498Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:18523 Timestamp:2019-06-11 06:17:49.390551884 +0000 UTC m=+57.139886374 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:32.499Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:24167 Timestamp:2019-06-11 06:17:48.179058379 +0000 UTC m=+55.928392868 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:18:32.499Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:40562 Timestamp:2019-06-11 06:17:56.357112966 +0000 UTC m=+64.106447455 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[31melasticsearch_1  |[0m Created elasticsearch keystore in /usr/share/elasticsearch/config
[31melasticsearch_1  |[0m OpenJDK 64-Bit Server VM warning: Option UseConcMarkSweepGC was deprecated in version 9.0 and will likely be removed in a future release.
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:03,880+0000", "level": "INFO", "component": "o.e.e.NodeEnvironment", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "using [1] data paths, mounts [[/ (overlay)]], net usable_space [18.8gb], net total_space [29.4gb], types [overlay]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:03,890+0000", "level": "INFO", "component": "o.e.e.NodeEnvironment", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "heap size [247.5mb], compressed ordinary object pointers [true]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:03,894+0000", "level": "INFO", "component": "o.e.n.Node", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "node name [5622c4225c4c], node ID [6HQLVW6yQDGfJ65e4HLgKQ], cluster name [docker-cluster]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:03,904+0000", "level": "INFO", "component": "o.e.n.Node", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "version[7.1.1], pid[1], build[default/docker/7a013de/2019-05-23T14:04:00.380842Z], OS[Linux/5.0.0-13-generic/amd64], JVM[Oracle Corporation/OpenJDK 64-Bit Server VM/12.0.1/12.0.1+12]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:03,904+0000", "level": "INFO", "component": "o.e.n.Node", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "JVM home [/usr/share/elasticsearch/jdk]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:03,905+0000", "level": "INFO", "component": "o.e.n.Node", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "JVM arguments [-Xms1g, -Xmx1g, -XX:+UseConcMarkSweepGC, -XX:CMSInitiatingOccupancyFraction=75, -XX:+UseCMSInitiatingOccupancyOnly, -Des.networkaddress.cache.ttl=60, -Des.networkaddress.cache.negative.ttl=10, -XX:+AlwaysPreTouch, -Xss1m, -Djava.awt.headless=true, -Dfile.encoding=UTF-8, -Djna.nosys=true, -XX:-OmitStackTraceInFastThrow, -Dio.netty.noUnsafe=true, -Dio.netty.noKeySetOptimization=true, -Dio.netty.recycler.maxCapacityPerThread=0, -Dlog4j.shutdownHookEnabled=false, -Dlog4j2.disable.jmx=true, -Djava.io.tmpdir=/tmp/elasticsearch-11627647394896989189, -XX:+HeapDumpOnOutOfMemoryError, -XX:HeapDumpPath=data, -XX:ErrorFile=logs/hs_err_pid%p.log, -Xlog:gc*,gc+age=trace,safepoint:file=logs/gc.log:utctime,pid,tags:filecount=32,filesize=64m, -Djava.locale.providers=COMPAT, -Dio.netty.allocator.type=unpooled, -Des.cgroups.hierarchy.override=/, -Xmx256m, -Xms256m, -Des.path.home=/usr/share/elasticsearch, -Des.path.conf=/usr/share/elasticsearch/config, -Des.distribution.flavor=default, -Des.distribution.type=docker, -Des.bundled_jdk=true]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,182+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [aggs-matrix-stats]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,182+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [analysis-common]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,183+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [ingest-common]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,184+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [ingest-geoip]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,184+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [ingest-user-agent]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,185+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [lang-expression]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,186+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [lang-mustache]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,195+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [lang-painless]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,199+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [mapper-extras]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,200+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [parent-join]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,201+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [percolator]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,201+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [rank-eval]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,201+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [reindex]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,202+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [repository-url]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,203+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [transport-netty4]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,203+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-ccr]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,217+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-core]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,218+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-deprecation]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,218+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-graph]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,218+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-ilm]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,218+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-logstash]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,218+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-ml]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,219+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-monitoring]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,219+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-rollup]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,219+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-security]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,219+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-sql]"  }
